player_id,player_name,team,position,matches_played,minutes_played,passes,shots,goals,assists,tackles,interceptions,yellow_cards,assists_per_match,goals_per_match,minutes_per_match,defensive_index,discipline_index,ball_possession_index,performance_score,injury_risk_score,market_value_millions,market_value_,estimated_resale_value,market_value_last_updated,contract_end_year,years_remaining_contract,twitter_mentions_count,twitter_engagement_rate,social_sentiment_score,social_engagement_score,public_perception_index,mention_volatility_score,trending_mentions_7d,sentiment_classification,total_injuries_history,days_injured_last_season,current_injury_status,injury_risk_assessment,avg_recovery_time_days,injury_prone_body_parts,historical_injury_count,days_since_last_injury
388,Phil Foden 387,Manchester City,Goalkeeper,35,3150,3426,16,8,8,9,30,5,0.228571429,0.228571429,90,1.114285714,0.142857143,1.087619048,5.514285714,1.428571429,13.96923584,↑ Rising,10.05108461,08-12-2025,2025,0,31850,2.416046766,15.68,41.97,26.2,23.50372148,3647,Very Negative,3,342,Recovering,1.428571429,19,Hamstring,7,62
400,Robert Lewandowski 399,Liverpool,Goalkeeper,35,3150,2929,2,3,2,1,16,2,0.057142857,0.085714286,90,0.485714286,0.057142857,0.92984127,2.057142857,0.571428571,1.167719314,↑ Rising,1.46257861,08-12-2025,2026,1,29719,2.415143645,90.7,31.61,67.06,83.06885105,3500,Very Positive,4,144,Minor,0.571428571,16,Knee,0,100
57,Harry Kane 56,Bayern Munich,Forward,35,2940,2540,3,1,2,35,5,4,0.057142857,0.028571429,84,1.142857143,0.114285714,0.863945578,2.742857143,1.142857143,6.417799081, Falling,6.86698205,08-12-2025,2027,2,40561,6.711863462,6.31,87.05,38.61,54.48276575,3557,Very Negative,0,64,Healthy,1.142857143,32,Knee,4,19
117,Bukayo Saka 116,Manchester United,Forward,35,2520,2242,14,8,7,37,17,3,0.2,0.228571429,72,1.542857143,0.085714286,0.88968254,6.285714286,0.857142857,16.42851086,→ Stable,19.35151052,08-12-2025,2025,0,8364,8.288611083,10.3,52.5,27.18,16.52420504,1179,Very Negative,3,246,Recovering,0.857142857,88,Knee,1,17
109,Erling Haaland 108,Manchester City,Forward,35,2695,2003,19,8,3,49,28,5,0.085714286,0.228571429,77,2.2,0.142857143,0.7432282,6.971428571,1.428571429,20.38435952,→ Stable,20.1583665,08-12-2025,2027,2,12786,3.218139589,94.53,55.96,79.1,58.29844262,1838,Very Positive,7,222,Out,1.428571429,28,None,1,325
267,Vinicius Jr 266,Paris Saint-Germain,Defender,35,3080,4394,9,8,0,2,2,5,0,0.228571429,88,0.114285714,0.142857143,1.426623377,2.371428571,1.428571429,4.892030992,→ Stable,3.768746872,08-12-2025,2026,1,46584,3.702649782,15.68,81.69,42.08,99.97138042,-127,Very Negative,9,312,Out,1.428571429,25,Ankle,14,246
260,Manuel Neuer 259,Arsenal,Goalkeeper,35,2765,4105,4,9,2,24,6,0,0.057142857,0.257142857,79,0.857142857,0,1.484629295,4.571428571,0,9.811584223,↑ Rising,7.605071522,08-12-2025,2026,1,24326,7.196231265,6.62,81.52,36.58,15.05214917,-917,Very Negative,6,105,Minor,0,14,None,0,251
303,Vinicius Jr 302,Paris Saint-Germain,Defender,35,2940,2195,19,7,3,40,24,2,0.085714286,0.2,84,1.828571429,0.057142857,0.746598639,6.028571429,0.571428571,14.06791448,↑ Rising,15.63422444,08-12-2025,2025,0,6821,2.352367769,94.88,63.73,82.42,81.67569301,422,Very Positive,8,180,Recovering,0.571428571,82,Ankle,4,81
435,Harry Kane 434,Bayern Munich,Defender,35,3115,2733,14,2,1,21,13,1,0.028571429,0.057142857,89,0.971428571,0.028571429,0.877367576,2.628571429,0.285714286,8.402232807,↑ Rising,8.050881149,08-12-2025,2026,1,20709,1.413607157,10.3,64.59,32.02,20.73090032,1675,Very Negative,4,183,Recovering,0.285714286,22,Knee,1,39
175,Kylian Mbappé 174,Liverpool,Defender,35,2345,2596,4,10,3,42,10,3,0.085714286,0.285714286,67,1.485714286,0.085714286,1.107036247,6.171428571,0.857142857,16.08607365,↑ Rising,13.19564487,08-12-2025,2025,0,7473,7.265952837,8.98,89.98,41.38,78.23883295,2180,Very Negative,9,225,Out,0.857142857,18,Hamstring,3,36
231,Vinicius Jr 230,Paris Saint-Germain,Defender,35,3115,4667,6,7,0,24,3,5,0,0.2,89,0.771428571,0.142857143,1.49823435,3.4,1.428571429,7.440479592,→ Stable,7.40295523,08-12-2025,2026,1,38775,0.490604926,91.62,83.25,88.27,73.45779231,3316,Very Positive,3,264,Recovering,1.428571429,38,Shoulder,2,197
429,Vinicius Jr 428,Paris Saint-Germain,Forward,35,2240,2583,11,1,8,41,9,0,0.228571429,0.028571429,64,1.428571429,0,1.153125,4.285714286,0,11.74082058, Falling,8.670893772,08-12-2025,2026,1,48995,5.305475298,18.8,72.54,40.3,30.04893856,2975,Very Negative,7,277,Recovering,0,62,Shoulder,2,158
277,Toni Kroos 276,Chelsea,Forward,34,2856,2393,16,4,1,40,24,0,0.029411765,0.117647059,84,1.882352941,0,0.837885154,5.088235294,0,12.91474333,↑ Rising,13.5499271,08-12-2025,2025,0,29037,4.820739919,91.4,76.86,85.58,32.58231176,391,Very Positive,8,88,Recovering,0,80,Knee,1,204
123,Vinicius Jr 122,Paris Saint-Germain,Defender,34,2890,2725,6,5,8,29,16,2,0.235294118,0.147058824,85,1.323529412,0.058823529,0.942906574,5.235294118,0.588235294,15.02552528,↑ Rising,12.94292801,08-12-2025,2025,0,5756,3.005731759,92.56,82.9,88.7,79.2521392,2218,Very Positive,6,175,Minor,0.588235294,26,None,12,196
179,Frenkie de Jong 178,Arsenal,Defender,34,2346,1983,7,9,8,34,25,0,0.235294118,0.264705882,69,1.735294118,0,0.845268542,7.294117647,0,16.83118793,→ Stable,19.83615182,08-12-2025,2025,0,9084,2.747591977,18.8,76.17,41.75,46.14455119,3207,Very Negative,6,17,Recovering,0,74,Hamstring,5,216
427,Kylian Mbappé 426,Liverpool,Defender,34,2754,3670,9,0,3,40,27,3,0.088235294,0,81,1.970588235,0.088235294,1.332607117,4.294117647,0.882352941,10.07996982, Falling,8.933042385,08-12-2025,2026,1,30084,6.5836049,86.87,75.99,82.52,73.08180287,-386,Very Positive,4,105,Healthy,0.882352941,40,Ankle,1,285
440,Manuel Neuer 439,Arsenal,Goalkeeper,34,2244,3159,10,4,6,1,3,5,0.176470588,0.117647059,66,0.117647059,0.147058824,1.407754011,2.147058824,1.470588235,4.583430753, Falling,4.460283545,08-12-2025,2026,1,8386,0.82596673,6.62,51.3,24.49,14.79841474,4677,Very Negative,3,270,Minor,1.470588235,49,Knee,13,196
235,Erling Haaland 234,Manchester City,Defender,34,2822,3771,17,2,0,21,19,1,0,0.058823529,83,1.176470588,0.029411765,1.336286322,2.911764706,0.294117647,4.352381868,→ Stable,3.077013524,08-12-2025,2027,2,6001,2.088988198,91.86,31.43,67.69,85.25577819,1971,Very Positive,9,318,Recovering,0.294117647,40,Hamstring,13,307
350,Manuel Neuer 349,Arsenal,Midfielder,34,2312,1935,18,10,4,6,25,2,0.117647059,0.294117647,68,0.911764706,0.058823529,0.836937716,5.294117647,0.588235294,13.82753467,→ Stable,10.28033138,08-12-2025,2025,0,31652,6.252569347,95.86,46.11,75.96,71.08847167,2565,Very Positive,0,166,Recovering,0.588235294,26,Hamstring,7,152
80,Manuel Neuer 79,Arsenal,Goalkeeper,34,2856,1645,12,7,0,27,7,2,0,0.205882353,84,1,0.058823529,0.575980392,4,0.588235294,10.52211054, Falling,9.843393734,08-12-2025,2026,1,25809,4.705892903,22.46,31.43,26.05,90.69428088,2576,Very Negative,9,12,Healthy,0.588235294,82,Ankle,7,14
81,Bukayo Saka 80,Manchester United,Forward,34,2278,2243,1,2,4,17,3,2,0.117647059,0.058823529,67,0.588235294,0.058823529,0.984635645,2.294117647,0.588235294,5.745521031,↑ Rising,5.676363923,08-12-2025,2026,1,31155,1.175100952,94.45,36.79,71.39,13.2372379,3570,Very Positive,9,336,Minor,0.588235294,84,Hamstring,12,325
405,Bukayo Saka 404,Manchester United,Forward,34,3026,4210,19,4,2,41,21,0,0.058823529,0.117647059,89,1.823529412,0,1.391275611,5.117647059,0,12.32494338, Falling,13.06459194,08-12-2025,2025,0,37785,7.50993916,91.62,41.97,71.76,59.30145004,-730,Very Positive,6,31,Out,0,65,None,13,146
51,Vinicius Jr 50,Paris Saint-Germain,Defender,34,2312,2996,4,7,3,11,23,0,0.088235294,0.205882353,68,1,0,1.295847751,4.5,0,8.419258516,→ Stable,7.366830551,08-12-2025,2027,2,8529,3.404961911,79.49,32.3,60.61,59.9120585,3066,Very Positive,0,39,Out,0,60,None,11,57
396,Ilkay Gündogan 395,Manchester United,Goalkeeper,34,2074,2616,13,10,1,31,13,1,0.029411765,0.294117647,61,1.294117647,0.029411765,1.261330762,5.647058824,0.294117647,13.27635641,↑ Rising,14.82954582,08-12-2025,2025,0,14816,7.054094353,86.04,66.67,78.29,35.34607405,1468,Very Positive,0,147,Minor,0.294117647,37,None,4,211
352,Phil Foden 351,Manchester City,Goalkeeper,34,2448,1275,19,5,7,41,27,2,0.205882353,0.147058824,72,2,0.058823529,0.520833333,6.441176471,0.588235294,15.41751214,↑ Rising,18.748827,08-12-2025,2027,2,48663,6.71678933,85.11,59.59,74.9,45.84664246,390,Very Positive,4,217,Recovering,0.588235294,49,Hamstring,9,268
12,João Félix 11,Bayern Munich,Goalkeeper,34,2074,2437,3,5,7,21,2,1,0.205882353,0.147058824,61,0.676470588,0.029411765,1.175024108,3.823529412,0.294117647,7.954268991,→ Stable,9.289875017,08-12-2025,2026,1,11238,5.34517375,78.02,45.25,64.91,3.798156329,2354,Very Positive,8,218,Recovering,0.294117647,40,None,6,210
209,Rodri 208,Real Madrid,Forward,34,2040,1376,5,2,8,27,3,0,0.235294118,0.058823529,60,0.882352941,0,0.674509804,3.529411765,0,8.500957988,→ Stable,6.152749374,08-12-2025,2027,2,35398,4.253641503,8.98,30.74,17.68,74.58600386,3135,Very Negative,5,81,Out,0,24,Ankle,3,17
215,Frenkie de Jong 214,Arsenal,Defender,34,2142,1379,17,5,5,32,17,1,0.147058824,0.147058824,63,1.441176471,0.029411765,0.64379085,5.058823529,0.294117647,13.45516054,→ Stable,13.29779124,08-12-2025,2026,1,23529,8.328227059,58,70.12,62.85,54.93224794,4089,Positive,2,332,Out,0.294117647,22,Hamstring,0,286
193,Kylian Mbappé 192,Liverpool,Forward,34,2618,2729,10,6,3,11,20,3,0.088235294,0.176470588,77,0.911764706,0.088235294,1.042398778,3.941176471,0.882352941,13.62531298, Falling,10.395543,08-12-2025,2025,0,5872,1.317706608,67,38.51,55.6,5.774105187,2607,Positive,2,207,Out,0.882352941,42,Shoulder,10,344
208,Phil Foden 207,Manchester City,Goalkeeper,34,2788,2547,0,7,6,23,9,0,0.176470588,0.205882353,82,0.941176471,0,0.913558106,4.823529412,0,12.40797916, Falling,10.48755912,08-12-2025,2025,0,48344,6.191308111,94.21,71.16,84.99,68.0755893,1583,Very Positive,6,200,Healthy,0,71,Hamstring,1,203
189,Bukayo Saka 188,Manchester United,Forward,34,2992,3852,15,1,2,43,10,2,0.058823529,0.029411765,88,1.558823529,0.058823529,1.287433155,3.647058824,0.588235294,9.63274784,↑ Rising,12.44548667,08-12-2025,2025,0,48619,1.706001892,94.53,85.32,90.85,46.67820772,3073,Very Positive,5,331,Out,0.588235294,27,Ankle,9,99
146,Vinícius Júnior 145,Real Madrid,Midfielder,34,2822,3243,18,9,1,30,22,1,0.029411765,0.264705882,83,1.529411765,0.029411765,1.149184975,5.823529412,0.294117647,14.4099317,→ Stable,11.31896281,08-12-2025,2027,2,35832,2.941410085,91.17,65.11,80.75,3.446125943,2075,Very Positive,8,37,Healthy,0.294117647,20,Shoulder,9,279
288,Ilkay Gündogan 287,Manchester United,Goalkeeper,34,2278,2865,11,3,7,46,8,4,0.205882353,0.088235294,67,1.588235294,0.117647059,1.257682177,4.970588235,1.176470588,8.588928158,↑ Rising,8.583198416,08-12-2025,2026,1,40005,2.693069444,15.68,50.26,29.51,96.96077268,2906,Very Negative,5,210,Minor,1.176470588,63,Hamstring,3,209
7,Toni Kroos 6,Chelsea,Defender,33,2013,1540,15,10,4,23,29,2,0.121212121,0.303030303,61,1.575757576,0.060606061,0.765027322,6.727272727,0.606060606,16.76515407,↑ Rising,17.95369352,08-12-2025,2025,0,17447,8.055102297,6.31,35.06,17.81,94.91121431,-711,Very Negative,4,326,Recovering,0.606060606,73,None,0,129
228,João Félix 227,Bayern Munich,Goalkeeper,33,2178,2735,2,4,2,0,17,2,0.060606061,0.121212121,66,0.515151515,0.060606061,1.25573921,2.484848485,0.606060606,6.332581632,↑ Rising,7.101857204,08-12-2025,2025,0,17020,8.225791893,6.62,77.2,34.85,51.29024161,1480,Very Negative,9,248,Out,0.606060606,72,Knee,14,335
321,Vinicius Jr 320,Paris Saint-Germain,Forward,33,2904,4223,5,2,7,20,16,5,0.212121212,0.060606061,88,1.090909091,0.151515152,1.454201102,3.696969697,1.515151515,14.16890847,↑ Rising,14.67600251,08-12-2025,2026,1,31922,1.637329732,95.09,34.02,70.66,9.367242071,2252,Very Positive,6,226,Recovering,1.515151515,25,Knee,12,288
112,Robert Lewandowski 111,Liverpool,Goalkeeper,33,2046,2447,15,0,6,21,2,4,0.181818182,0,62,0.696969697,0.121212121,1.19599218,2.181818182,1.212121212,5.069823525,→ Stable,3.578598351,08-12-2025,2025,0,46759,0.285095346,8.98,38.34,20.72,75.46212216,-722,Very Negative,0,47,Recovering,1.212121212,82,None,7,252
292,Robert Lewandowski 291,Liverpool,Goalkeeper,33,2673,2339,7,0,5,5,19,0,0.151515152,0,81,0.727272727,0,0.875046764,2.212121212,0,6.133397715,↑ Rising,5.494768626,08-12-2025,2026,1,40208,6.148067533,18.8,63.56,36.7,49.19311001,1924,Very Negative,6,17,Out,0,82,Knee,8,265
294,Luka Modric 293,Paris Saint-Germain,Midfielder,33,2178,2321,15,9,5,47,12,4,0.151515152,0.272727273,66,1.787878788,0.121212121,1.065656566,6.939393939,1.212121212,17.27906131,→ Stable,17.46268565,08-12-2025,2026,1,23663,3.611115445,94.53,49.74,76.61,30.24474783,-420,Very Positive,2,294,Out,1.212121212,74,Knee,3,271
136,Phil Foden 135,Manchester City,Goalkeeper,33,2277,1660,9,1,2,44,3,1,0.060606061,0.03030303,69,1.424242424,0.03030303,0.729029425,3.424242424,0.303030303,6.223249985,→ Stable,4.684364103,08-12-2025,2026,1,8067,0.846258059,91.62,77.2,85.85,49.14181775,3958,Very Positive,8,195,Minor,0.303030303,16,None,9,188
39,Harry Kane 38,Bayern Munich,Defender,33,2211,1363,18,10,0,29,14,5,0,0.303030303,67,1.303030303,0.151515152,0.616463139,5.484848485,1.515151515,15.99776684, Falling,14.56398553,08-12-2025,2026,1,45283,5.843534487,86.87,32.47,65.11,52.24441454,-747,Very Positive,5,186,Healthy,1.515151515,20,None,2,214
345,Harry Kane 344,Bayern Munich,Forward,33,2376,2387,12,10,5,7,8,0,0.151515152,0.303030303,72,0.454545455,0,1.00462963,4.696969697,0,13.24629031,→ Stable,9.536294026,08-12-2025,2026,1,11971,4.678886437,97.06,61.83,82.97,56.2711699,3276,Very Positive,8,344,Healthy,0,85,Hamstring,1,283
163,Erling Haaland 162,Manchester City,Defender,33,2178,1638,13,1,8,6,15,5,0.242424242,0.03030303,66,0.636363636,0.151515152,0.752066116,2.636363636,1.515151515,8.172972985, Falling,6.10641305,08-12-2025,2027,2,28863,8.336341305,78.02,50.6,67.05,44.12237137,3776,Very Positive,4,223,Recovering,1.515151515,18,Hamstring,4,211
368,Manuel Neuer 367,Arsenal,Goalkeeper,33,2772,1544,6,4,8,15,7,4,0.242424242,0.121212121,84,0.666666667,0.121212121,0.556998557,3.636363636,1.212121212,7.272134181,→ Stable,6.822381521,08-12-2025,2025,0,12016,2.010239765,98.18,59.59,82.74,60.57553031,-176,Very Positive,6,317,Out,1.212121212,65,None,13,76
379,Erling Haaland 378,Manchester City,Defender,33,2805,3594,12,7,0,26,6,0,0,0.212121212,85,0.96969697,0,1.281283422,4.060606061,0,12.95710377,→ Stable,10.10173972,08-12-2025,2027,2,8834,3.493414161,79.49,83.25,80.99,91.87347106,2832,Very Positive,3,364,Minor,0,75,Ankle,2,148
67,Kylian Mbappé 66,Liverpool,Defender,33,2376,2357,6,0,5,22,16,0,0.151515152,0,72,1.151515152,0,0.992003367,3.060606061,0,4.847813026,→ Stable,5.044268268,08-12-2025,2025,0,33713,4.657384749,67,32.3,53.12,36.22680871,-301,Positive,6,336,Minor,0,50,Knee,9,321
59,Jude Bellingham 58,Barcelona,Defender,32,2336,1868,14,7,2,21,28,4,0.0625,0.21875,73,1.53125,0.125,0.799657534,5.4375,1.25,14.76746419, Falling,16.44621448,08-12-2025,2027,2,28279,6.750279903,97.78,32.82,71.8,72.57164632,4445,Very Positive,0,228,Minor,1.25,36,Hamstring,6,213
337,Kylian Mbappé 336,Liverpool,Forward,32,2624,1705,9,9,0,33,2,1,0,0.28125,82,1.09375,0.03125,0.649771341,4.96875,0.3125,16.80278625, Falling,19.83320268,08-12-2025,2026,1,35362,4.710244716,90.7,45.25,72.52,89.44525568,380,Very Positive,6,76,Minor,0.3125,19,Knee,10,109
254,Vinícius Júnior 253,Real Madrid,Midfielder,32,2560,1403,8,6,0,17,25,0,0,0.1875,80,1.3125,0,0.548046875,4.5,0,9.26892735,↑ Rising,7.601355989,08-12-2025,2025,0,12777,5.248361351,4.84,72.54,31.92,45.59792758,2896,Very Negative,7,187,Minor,0,48,Shoulder,5,129
13,Kylian Mbappé 12,Liverpool,Forward,32,2240,1930,6,6,7,16,11,4,0.21875,0.1875,70,0.84375,0.125,0.861607143,4.53125,1.25,10.19552954, Falling,8.161414848,08-12-2025,2025,0,18368,1.999635233,77.33,65.98,72.79,44.34558364,673,Very Positive,4,345,Healthy,1.25,21,None,0,10
351,Bukayo Saka 350,Manchester United,Defender,32,2784,3642,9,9,4,15,25,1,0.125,0.28125,87,1.25,0.03125,1.308189655,5.90625,0.3125,14.96492773, Falling,11.41435952,08-12-2025,2027,2,12430,7.214117316,8.98,68.22,32.68,60.21169854,1727,Very Negative,1,269,Healthy,0.3125,45,Ankle,11,47
149,Jude Bellingham 148,Barcelona,Forward,32,2656,3827,16,6,1,0,30,1,0.03125,0.1875,83,0.9375,0.03125,1.440888554,3.875,0.3125,8.680548692, Falling,9.391122346,08-12-2025,2027,2,20833,3.700496595,63.98,37.31,53.31,59.14067594,4734,Positive,4,94,Healthy,0.3125,58,Shoulder,7,315
291,Harry Kane 290,Bayern Munich,Defender,32,2752,3617,13,2,2,19,11,4,0.0625,0.0625,86,0.9375,0.125,1.31431686,2.6875,1.25,3.617423138, Falling,4.06556918,08-12-2025,2025,0,38047,1.284060871,8.98,82.21,38.27,80.65893423,2156,Very Negative,5,309,Out,1.25,48,Shoulder,1,96
152,Manuel Neuer 151,Arsenal,Goalkeeper,32,2304,1213,17,3,4,24,11,1,0.125,0.09375,72,1.09375,0.03125,0.526475694,3.71875,0.3125,9.43400095,↑ Rising,6.782590897,08-12-2025,2027,2,27386,5.679178482,67,70.47,68.39,47.64833838,2388,Positive,1,131,Recovering,0.3125,9,Shoulder,4,103
148,Robert Lewandowski 147,Liverpool,Goalkeeper,32,2144,2394,12,9,1,9,12,1,0.03125,0.28125,67,0.65625,0.03125,1.116604478,4.25,0.3125,8.500392573, Falling,10.72517778,08-12-2025,2027,2,6710,1.915159807,94.53,74.96,86.7,99.61229496,3307,Very Positive,5,38,Minor,0.3125,31,None,8,342
122,Pedri 121,Barcelona,Midfielder,32,2784,2004,8,5,3,39,19,1,0.09375,0.15625,87,1.8125,0.03125,0.719827586,5.625,0.3125,15.00968486,→ Stable,10.97482296,08-12-2025,2027,2,6530,0.919525086,6.62,69.26,31.68,5.947156887,4634,Very Negative,5,71,Out,0.3125,82,Hamstring,7,146
240,Luka Modric 239,Paris Saint-Germain,Goalkeeper,32,2784,1715,18,8,3,22,19,5,0.09375,0.25,87,1.28125,0.15625,0.616020115,5.375,1.5625,11.59865153,→ Stable,11.88604061,08-12-2025,2026,1,40022,7.340690031,97.06,55.44,80.41,0.316784858,-617,Very Positive,0,280,Minor,1.5625,83,None,1,27
273,Harry Kane 272,Bayern Munich,Forward,32,2304,2827,4,2,0,33,9,2,0,0.0625,72,1.3125,0.0625,1.226996528,3.1875,0.625,11.06861881, Falling,12.45702553,08-12-2025,2026,1,13928,3.965363022,8.98,77.03,36.2,64.01983116,4810,Very Negative,0,332,Healthy,0.625,47,Hamstring,8,220
450,Ilkay Gündogan 449,Manchester United,Midfielder,31,1953,2715,19,0,4,39,13,5,0.129032258,0,63,1.677419355,0.161290323,1.390168971,3.838709677,1.612903226,8.030267609, Falling,9.817656412,08-12-2025,2027,2,43013,6.393983187,8.98,75.13,35.44,29.84349124,-659,Very Negative,9,159,Out,1.612903226,35,Shoulder,4,18
105,Vinicius Jr 104,Paris Saint-Germain,Forward,31,2170,1390,18,3,2,47,29,5,0.064516129,0.096774194,70,2.451612903,0.161290323,0.640552995,6.032258065,1.612903226,14.43652213,→ Stable,16.29092457,08-12-2025,2027,2,31597,2.540935502,91.62,77.55,85.99,24.03823887,4934,Very Positive,2,186,Healthy,1.612903226,21,Shoulder,9,167
24,Luka Modric 23,Paris Saint-Germain,Goalkeeper,31,2480,2914,9,2,6,0,17,5,0.193548387,0.064516129,80,0.548387097,0.161290323,1.175,2.548387097,1.612903226,7.998002177,→ Stable,9.445935296,08-12-2025,2026,1,39356,6.710549133,97.72,60.45,82.81,31.189908,987,Very Positive,9,190,Minor,1.612903226,87,Ankle,13,82
4,Robert Lewandowski 3,Liverpool,Goalkeeper,31,2759,3047,11,8,1,15,9,3,0.032258065,0.258064516,89,0.774193548,0.096774194,1.104385647,4.193548387,0.967741935,8.022142335,↑ Rising,7.249370291,08-12-2025,2026,1,36718,1.040261787,94.53,44.21,74.4,25.60475651,3059,Very Positive,9,119,Minor,0.967741935,58,Hamstring,5,72
188,Manuel Neuer 187,Arsenal,Goalkeeper,31,1891,1744,10,8,5,16,25,0,0.161290323,0.258064516,61,1.322580645,0,0.922263353,6.032258065,0,15.53556503,→ Stable,18.47015665,08-12-2025,2025,0,49941,3.09017634,1.5,69.08,28.53,3.079004966,3939,Very Negative,2,219,Recovering,0,66,Shoulder,12,310
168,Luka Modric 167,Paris Saint-Germain,Goalkeeper,31,2511,2187,15,2,3,20,8,1,0.096774194,0.064516129,81,0.903225806,0.032258065,0.870967742,2.903225806,0.322580645,9.872350025,→ Stable,7.385198101,08-12-2025,2025,0,46432,8.315719271,18.8,53.2,32.56,97.15330424,2109,Very Negative,3,52,Minor,0.322580645,36,Knee,2,254
73,Erling Haaland 72,Manchester City,Forward,31,2759,1889,9,4,5,49,20,5,0.161290323,0.129032258,89,2.225806452,0.161290323,0.684668358,6.387096774,1.612903226,12.75277547, Falling,15.77378037,08-12-2025,2026,1,26626,6.769513617,8.98,50.26,25.49,22.07454885,3082,Very Negative,1,221,Healthy,1.612903226,44,Ankle,12,162
330,Luka Modric 329,Paris Saint-Germain,Midfielder,31,2356,1827,17,5,4,24,24,2,0.129032258,0.161290323,76,1.548387097,0.064516129,0.775466893,5.290322581,0.64516129,13.59507417,→ Stable,13.9832873,08-12-2025,2027,2,30258,4.276949815,6.62,32.99,17.17,73.40297626,4630,Very Negative,8,130,Minor,0.64516129,17,None,2,327
101,Rodri 100,Real Madrid,Forward,31,2108,1850,15,7,1,17,11,2,0.032258065,0.225806452,68,0.903225806,0.064516129,0.877609108,4.161290323,0.64516129,10.92299139,↑ Rising,13.00249588,08-12-2025,2027,2,25132,2.954130761,50,59.76,53.9,76.25963947,3515,Neutral,9,236,Recovering,0.64516129,88,Ankle,9,38
336,João Félix 335,Bayern Munich,Goalkeeper,31,2108,2923,19,7,7,31,26,4,0.225806452,0.225806452,68,1.838709677,0.129032258,1.386622391,6.935483871,1.290322581,18.90235542,→ Stable,18.36157738,08-12-2025,2027,2,37946,7.42593988,67,64.25,65.9,92.9257398,1798,Positive,6,245,Recovering,1.290322581,39,Knee,7,201
62,Manuel Neuer 61,Arsenal,Midfielder,31,2263,1413,16,7,8,7,9,1,0.258064516,0.225806452,73,0.516129032,0.032258065,0.624392399,4.548387097,0.322580645,8.89706632, Falling,9.663518486,08-12-2025,2027,2,45036,4.676721176,18.8,64.42,37.05,3.054945709,2240,Very Negative,6,225,Healthy,0.322580645,9,Hamstring,10,200
54,Ilkay Gündogan 53,Manchester United,Midfielder,31,2046,2163,13,1,5,46,6,1,0.161290323,0.032258065,66,1.677419355,0.032258065,1.057184751,4.451612903,0.322580645,8.488119032, Falling,8.622584389,08-12-2025,2025,0,29894,6.47077015,97.72,79.45,90.41,87.20483384,988,Very Positive,5,207,Out,0.322580645,77,None,9,255
364,Robert Lewandowski 363,Liverpool,Goalkeeper,30,2190,2913,18,8,8,14,11,1,0.266666667,0.266666667,73,0.833333333,0.033333333,1.330136986,5.633333333,0.333333333,15.12721646,→ Stable,17.22919936,08-12-2025,2026,1,5548,6.434504515,67,67.88,67.35,52.72261808,2414,Positive,2,95,Minor,0.333333333,33,None,9,179
394,Gavi 393,Chelsea,Midfielder,30,1860,1171,19,5,3,48,16,4,0.1,0.166666667,62,2.133333333,0.133333333,0.629569892,6.3,1.333333333,16.34396935, Falling,12.2412733,08-12-2025,2027,2,28961,0.2507437,97.72,64.94,84.61,63.254411,849,Very Positive,5,199,Recovering,1.333333333,74,Hamstring,14,35
206,Manuel Neuer 205,Arsenal,Midfielder,30,2700,2510,18,10,7,29,27,5,0.233333333,0.333333333,90,1.866666667,0.166666667,0.92962963,8.066666667,1.666666667,20.66765237,↑ Rising,15.21575819,08-12-2025,2025,0,28241,1.160531775,58,66.15,61.26,64.44702771,-695,Positive,7,246,Minor,1.666666667,29,Ankle,11,82
181,Erling Haaland 180,Manchester City,Forward,30,1800,1218,6,4,4,15,13,2,0.133333333,0.133333333,60,0.933333333,0.066666667,0.676666667,3.8,0.666666667,10.19289642,↑ Rising,8.646246095,08-12-2025,2027,2,9174,5.640886678,18.8,72.71,40.36,81.9797805,2613,Very Negative,7,71,Minor,0.666666667,26,Shoulder,1,220
436,Robert Lewandowski 435,Liverpool,Goalkeeper,30,1830,1901,14,5,5,36,28,3,0.166666667,0.166666667,61,2.133333333,0.1,1.038797814,6.666666667,1,15.30661722,→ Stable,12.17988567,08-12-2025,2026,1,6506,1.457606415,70.02,26.42,52.58,33.34073222,1749,Very Positive,8,317,Out,1,70,Ankle,10,158
6,Luka Modric 5,Paris Saint-Germain,Midfielder,30,2430,1259,14,4,6,7,9,1,0.2,0.133333333,81,0.533333333,0.033333333,0.518106996,3.366666667,0.333333333,8.881174061,→ Stable,10.8622988,08-12-2025,2025,0,31923,2.246144095,18.8,31.95,24.06,73.30511899,3964,Very Negative,0,184,Recovering,0.333333333,49,Knee,11,4
34,Gavi 33,Chelsea,Midfielder,30,2190,1600,12,2,7,12,30,1,0.233333333,0.066666667,73,1.4,0.033333333,0.730593607,4.6,0.333333333,12.08614495,→ Stable,10.04997268,08-12-2025,2026,1,23391,8.051758815,87.23,64.42,78.11,52.85781097,135,Very Positive,0,5,Minor,0.333333333,73,Shoulder,11,167
137,Rodri 136,Real Madrid,Forward,30,1890,1509,1,9,3,36,29,5,0.1,0.3,63,2.166666667,0.166666667,0.798412698,7.666666667,1.666666667,17.73796383, Falling,22.80249225,08-12-2025,2026,1,41668,4.80553097,90.7,45.25,72.52,79.33940143,4530,Very Positive,2,205,Recovering,1.666666667,76,Ankle,1,204
